Customer ID,frequency,recency,T,monetary_value,predicted_clv,clv_segment
13873,4,263,282,124.9425,892.6101405,Medium Value
13874,5,169,309,271.67,1526.25591,High Value
13875,7,335,358,408.9985714,2523.551311,VIP
13877,1,219,325,177.61,492.8203734,Low Value
13878,2,57,240,282.175,1018.530779,Medium Value
13879,0,0,281,0,352.5618294,Low Value
13880,4,195,198,236.58,1690.807311,High Value
13881,15,270,281,1668.938667,23648.43496,VIP
13883,8,328,367,482.61125,3214.096546,VIP
13884,3,94,106,282.16,2347.862554,VIP
13888,2,171,211,637.75,1901.698855,VIP
13889,4,304,322,313.7375,1407.179557,High Value
13890,3,359,369,276.64,939.3912403,Medium Value
13891,2,204,218,232.58,1010.400583,Medium Value
13892,1,98,211,109.44,620.9391671,Low Value
13895,1,221,372,584.45,704.1443525,Medium Value
13896,0,0,261,0,373.7206299,Low Value
13897,1,239,313,366.89,649.9782284,Medium Value
13898,0,0,47,0,1044.390225,Medium Value
13900,2,235,260,304.57,1014.152237,Medium Value
13901,6,329,339,421.6716667,2367.742407,VIP
13902,4,92,360,8416.4,21510.31579,VIP
13903,0,0,36,0,1150.524491,High Value
13905,0,0,368,0,282.8909253,Low Value
13906,0,0,45,0,1062.205956,Medium Value
13907,0,0,327,0,311.941419,Low Value
13909,1,98,157,174.14,849.2697327,Medium Value
13911,9,269,284,168.0933333,1835.478525,VIP
13912,0,0,59,0,948.8990174,Medium Value
13913,0,0,142,0,581.2932775,Low Value
13915,0,0,30,0,1218.042309,High Value
13916,3,212,311,303.77,1143.882088,High Value
13919,1,116,176,358.6,998.4173225,Medium Value
13920,3,131,198,417.01,2010.973555,VIP
13921,3,319,357,209.3166667,818.7787479,Medium Value
13922,1,30,103,269.75,1265.774665,High Value
13927,0,0,73,0,857.4361183,Medium Value
13929,6,278,330,411.9583333,2369.24344,VIP
13931,5,344,372,560.83,2373.20993,VIP
13935,2,56,288,1898.445,3524.977467,VIP
13936,1,32,50,154.9,1546.759436,High Value
13937,0,0,38,0,1129.651867,High Value
13939,3,181,248,275.6766667,1288.093042,High Value
13941,9,351,359,580.9155556,4318.7245,VIP
13942,0,0,170,0,514.1057599,Low Value
13943,0,0,213,0,436.6073277,Low Value
13944,0,0,289,0,344.7543041,Low Value
13945,1,85,115,338.5,1292.890191,High Value
13946,2,359,371,517.23,1051.829247,Medium Value
13948,2,324,371,145.555,542.7041215,Low Value
13952,8,343,359,1043.2075,6646.667577,VIP
13953,4,319,364,656.25,2262.465184,VIP
13955,0,0,11,0,1496.068743,High Value
13957,2,241,294,177.705,709.689828,Medium Value
13958,4,355,370,974.42,3142.539983,VIP
13959,2,112,147,217.365,1293.866119,High Value
13961,0,0,28,0,1242.344527,High Value
13962,0,0,71,0,869.4076233,Medium Value
13963,13,230,233,157.0769231,2720.278519,VIP
13964,1,43,66,133.25,1322.85196,High Value
13965,2,227,339,204.15,670.2158649,Medium Value
13966,0,0,71,0,869.4076233,Medium Value
13967,0,0,32,0,1194.672699,High Value
13968,0,0,59,0,948.8990174,Medium Value
13969,16,259,260,246.93625,4387.840657,VIP
13970,1,51,73,558,2101.321613,VIP
13971,5,259,318,328.418,1748.46316,High Value
13974,0,0,218,0,429.0861546,Low Value
13975,5,282,311,455.78,2312.485445,VIP
13976,2,162,304,279.485,851.9650177,Medium Value
13977,0,0,47,0,1044.390225,Medium Value
13979,4,343,372,585.645,2022.050851,VIP
13980,3,217,292,127.6266667,754.2741971,Medium Value
13981,0,0,51,0,1010.493543,Medium Value
13982,5,323,324,347.666,1803.515596,VIP
13983,9,364,366,481.0077778,3583.956227,VIP
13984,6,366,368,144.765,1000.245601,Medium Value
13985,6,294,304,456.0633333,2763.15364,VIP
13987,1,21,36,305.08,2145.717983,VIP
13988,1,242,261,299.64,693.5529439,Medium Value
13989,2,99,199,199.15,1002.500984,Medium Value
13992,1,83,99,66.8,956.8311619,Medium Value
13993,8,357,372,344.075,2373.858967,VIP
13995,8,342,357,295.5775,2163.567052,VIP
13996,1,13,35,403.38,2428.691089,VIP
13997,1,31,186,238.76,821.4225379,Medium Value
13998,2,130,212,151.325,856.4473774,Medium Value
13999,16,360,370,328.11875,4266.86922,VIP
14000,3,323,373,406.2266667,1201.838879,High Value
14001,5,120,129,397.288,3931.152363,VIP
14003,0,0,368,0,282.8909253,Low Value
14004,1,42,71,834.66,2686.047845,VIP
14006,3,124,288,301.2733333,1197.550582,High Value
14007,0,0,148,0,565.4578316,Low Value
14008,0,0,68,0,888.0051135,Medium Value
14009,0,0,98,0,731.5255948,Medium Value
14010,0,0,201,0,455.7811626,Low Value
14011,1,127,243,165.48,609.3091909,Low Value
14013,1,243,259,437.35,817.6242182,Medium Value
14014,1,200,212,1166.37,1692.123407,High Value
14016,6,304,336,978.6233333,5009.713786,VIP
14017,0,0,207,0,445.9882586,Low Value
14018,0,0,281,0,352.5618294,Low Value
14020,1,53,165,301.53,973.0458828,Medium Value
14021,3,218,228,261.1966667,1331.37694,High Value
14022,0,0,122,0,641.1434031,Medium Value
14024,0,0,26,0,1267.636321,High Value
14025,7,119,219,546.35,4613.699103,VIP
14026,1,155,261,326.58,715.8799684,Medium Value
14028,0,0,186,0,482.2542473,Low Value
14030,9,363,365,572.7833333,4206.267603,VIP
14031,23,371,372,922.0073913,16078.26251,VIP
14032,5,359,361,313.076,1522.524524,High Value
14033,0,0,191,0,473.0946752,Low Value
14035,3,206,248,404.79,1665.34146,High Value
14037,3,254,368,157.14,686.0041615,Medium Value
14038,1,276,309,804.95,988.3745683,Medium Value
14039,0,0,211,0,439.6901459,Low Value
14040,20,352,374,419.866,6542.35025,VIP
14042,0,0,361,0,287.461536,Low Value
14043,1,238,365,139.94,422.873081,Low Value
14044,4,266,320,556.2775,2192.777853,VIP
14045,11,327,336,841.5709091,7798.83678,VIP
14047,7,304,312,345.4542857,2452.255939,VIP
14048,0,0,18,0,1380.015411,High Value
14049,5,230,253,1338.502,7046.093658,VIP
14051,13,370,372,454.6961538,4726.546319,VIP
14052,0,0,26,0,1267.636321,High Value
14053,1,89,122,141.25,953.8109548,Medium Value
14055,1,146,359,521,681.5893881,Medium Value
14057,4,355,372,517.835,1829.716118,VIP
14058,1,68,166,147.96,784.4781949,Medium Value
14060,10,272,274,321.091,3489.499737,VIP
14061,2,231,374,271.5,708.5557202,Medium Value
14062,10,355,365,1426.574,11002.59963,VIP
14063,7,293,367,2893.948571,15191.83087,VIP
14064,8,257,323,195.81625,1686.065155,High Value
14065,2,42,67,290.075,2350.097629,VIP
14068,2,74,313,387.375,983.6762174,Medium Value
14069,1,47,197,110.44,652.3390743,Medium Value
14070,0,0,320,0,317.5081969,Low Value
14072,0,0,302,0,332.7789821,Low Value
14074,0,0,259,0,375.9770361,Low Value
14075,2,138,177,391.305,1561.281658,High Value
14077,0,0,31,0,1206.244316,High Value
14078,3,248,257,92.93,737.5580279,Medium Value
14079,0,0,318,0,319.1353852,Low Value
14080,3,324,373,278.4033333,934.015359,Medium Value
14081,6,360,365,607.26,3045.896023,VIP
14082,0,0,28,0,1242.344527,High Value
14083,2,350,357,162.33,584.3724595,Low Value
14084,0,0,148,0,565.4578316,Low Value
14085,14,363,367,374.2564286,4283.399482,VIP
14086,0,0,98,0,731.5255948,Medium Value
14087,1,331,371,415.11,596.5914578,Low Value
14088,1,15,57,849.85,3007.795127,VIP
14091,1,44,334,4010.08,3159.368069,VIP
14092,9,349,359,335.1488889,2651.455599,VIP
14094,0,0,75,0,845.7898365,Medium Value
14095,0,0,358,0,289.4658966,Low Value
14097,1,164,281,290.86,646.1896901,Medium Value
14099,8,354,365,283.8875,2055.196213,VIP
14101,6,233,257,554.7366667,3730.277981,VIP
14104,2,171,196,198.45,1015.707759,Medium Value
14105,3,313,357,1358.766667,3317.124658,VIP
14106,0,0,373,0,279.714191,Low Value
14107,3,282,366,670.27,1781.314153,VIP
14108,1,7,374,194.75,434.5751248,Low Value
14110,19,303,374,369.46,5325.505319,VIP
14112,4,203,290,471.4725,2073.34126,VIP
14113,10,356,367,467.155,3836.880468,VIP
14114,4,211,242,165.9525,1169.999246,High Value
14115,1,165,302,504.87,774.3446338,Medium Value
14118,0,0,64,0,914.0758195,Medium Value
14119,1,343,354,116.89,418.7264447,Low Value
14122,2,331,373,136.36,527.7804757,Low Value
14123,0,0,369,0,282.249819,Low Value
14126,0,0,80,0,818.0128667,Medium Value
14127,2,45,61,353.625,2745.248618,VIP
14128,0,0,187,0,480.3940679,Low Value
14129,3,180,215,352.52,1686.756995,High Value
14130,2,353,364,520.245,1072.890846,Medium Value
14131,0,0,284,0,349.5929153,Low Value
14133,0,0,369,0,282.249819,Low Value
14134,10,347,365,1046.219,8165.437127,VIP
14135,10,370,373,421.331,3451.319153,VIP
14136,4,331,367,317.0075,1272.264738,High Value
14137,0,0,331,0,308.8471756,Low Value
14139,2,52,178,163.33,994.5764584,Medium Value
14142,1,273,282,311.81,662.4389814,Medium Value
14144,0,0,122,0,641.1434031,Medium Value
14145,2,151,246,1237.125,2829.52859,VIP
14146,4,312,331,1127.5975,3925.127149,VIP
14147,4,252,276,464.65,2139.201423,VIP
14148,0,0,50,0,1018.759736,Medium Value
14151,1,43,352,327.4,555.2488635,Low Value
14152,3,272,295,358.2466667,1335.317036,High Value
14153,0,0,119,0,651.2005988,Medium Value
14154,4,314,331,1146.185,3983.53157,VIP
14156,78,367,374,2506.409487,143008.9578,VIP
14157,2,257,282,208.525,786.8261339,Medium Value
14159,7,357,372,407.3357143,2436.66707,VIP
14160,6,88,334,794.515,2236.605271,VIP
14161,4,357,362,425.8075,1604.354366,High Value
14163,0,0,98,0,731.5255948,Medium Value
14166,1,121,262,144.9,556.6292228,Low Value
14167,3,217,317,189.9,854.075588,Medium Value
14168,1,144,200,67.5,602.6266669,Low Value
14169,1,14,80,145.2,1221.308864,High Value
14170,2,20,31,217.68,2743.755505,VIP
14171,0,0,366,0,284.1819152,Low Value
14172,2,37,278,136.21,644.7655172,Medium Value
14173,1,89,366,111.56,400.5411617,Low Value
14175,4,209,263,901.155,3860.136835,VIP
14176,1,14,17,159.55,2133.070791,VIP
14177,5,270,287,239.238,1506.720624,High Value
14180,8,176,184,189.86625,2547.696329,VIP
14181,1,152,198,94.45,635.9248964,Low Value
14182,3,153,232,173.8233333,1042.884583,Medium Value
14183,1,70,117,146.71,986.8671333,Medium Value
14186,4,217,280,336.5725,1653.111178,High Value
14187,0,0,109,0,687.129138,Medium Value
14189,1,20,24,311.24,2431.8721,VIP
14190,0,0,302,0,332.7789821,Low Value
14191,1,334,364,117,409.1508385,Low Value
14192,0,0,24,0,1293.979395,High Value
14193,0,0,32,0,1194.672699,High Value
14194,9,310,338,736.8055556,5643.515899,VIP
14195,2,195,270,398.2,1149.178839,High Value
14197,0,0,46,0,1053.222751,Medium Value
14198,4,303,339,183.27,947.9838286,Medium Value
14199,2,107,166,342.825,1508.543182,High Value
14200,0,0,253,0,382.9127534,Low Value
14201,2,179,224,132.075,783.6970696,Medium Value
14202,2,243,260,303.28,1011.929128,Medium Value
14203,0,0,33,0,1183.321004,High Value
14204,2,315,373,265.33,703.3391502,Medium Value
14205,5,248,278,342.97,2016.224478,VIP
14206,1,14,38,314.4,2130.383079,VIP
14207,0,0,323,0,315.0982907,Low Value
14208,0,0,187,0,480.3940679,Low Value
14209,8,301,322,332.86125,2598.794172,VIP
14210,9,331,338,369.7522222,3033.452473,VIP
14211,6,319,366,328.8983333,1811.773322,VIP
14212,0,0,81,0,812.6749886,Medium Value
14213,0,0,40,0,1109.523133,High Value
14215,3,363,367,400.34,1206.687976,High Value
14216,0,0,50,0,1018.759736,Medium Value
14217,6,161,163,165.885,2039.096516,VIP
14219,1,84,129,148.25,930.435614,Medium Value
14220,1,2,205,574.7,1102.082956,High Value
14221,6,163,248,439.8816667,3115.088594,VIP
14224,4,154,180,121.0375,1231.941484,High Value
14225,3,262,332,464.5066667,1456.929959,High Value
14226,0,0,77,0,834.4557026,Medium Value
14227,3,255,305,859.9066667,2539.172976,VIP
14228,2,109,182,332.225,1387.786856,High Value
14229,2,68,107,328.6,1956.420358,VIP
14230,1,113,184,504.3,1130.780576,High Value
14231,0,0,86,0,786.9975731,Medium Value
14233,2,179,280,508.125,1304.518721,High Value
14235,2,121,255,599.475,1568.61974,High Value
14236,3,133,141,317.35,2118.023176,VIP
14237,1,217,226,161,640.9130885,Medium Value
14238,1,72,370,128.28,406.755407,Low Value
14239,9,303,370,193.9522222,1643.065418,High Value
14240,0,0,59,0,948.8990174,Medium Value
14241,0,0,332,0,308.0831825,Low Value
14243,7,111,112,325.9828571,4853.988455,VIP
14244,0,0,296,0,338.200991,Low Value
14247,3,147,187,150.5133333,1141.940902,High Value
14248,1,56,151,418.39,1185.223372,High Value
14249,7,269,315,756.7872857,4822.192477,VIP
14252,0,0,17,0,1395.479644,High Value
14253,1,130,259,158.05,573.3125371,Low Value
14254,0,0,68,0,888.0051135,Medium Value
14255,0,0,182,0,489.8412931,Low Value
14256,1,203,330,551.43,754.1419701,Medium Value
14257,3,268,284,555.13,1892.341551,VIP
14258,13,340,371,1393.873846,13724.27314,VIP
14260,1,77,184,285.48,883.6954959,Medium Value
14263,0,0,59,0,948.8990174,Medium Value
14264,3,232,247,233.6033333,1171.573797,High Value
14265,1,148,248,590.65,982.3758997,Medium Value
14266,0,0,64,0,914.0758195,Medium Value
14268,0,0,106,0,698.6938205,Medium Value
14269,0,0,75,0,845.7898365,Medium Value
14271,0,0,45,0,1062.205956,Medium Value
14272,1,20,218,308.26,796.0182653,Medium Value
14274,0,0,322,0,315.8975177,Low Value
14275,4,212,243,252.945,1514.42762,High Value
14276,2,253,296,337.525,969.1779474,Medium Value
14277,4,315,362,3194.0475,9650.64322,VIP
14278,0,0,45,0,1062.205956,Medium Value
14279,1,161,317,81.36,431.1904756,Low Value
14281,0,0,44,0,1071.343728,Medium Value
14282,10,295,298,322.332,3275.503546,VIP
14283,3,106,205,131.7966667,999.8368378,Medium Value
14284,0,0,289,0,344.7543041,Low Value
14285,3,218,367,407.7366667,1215.445319,High Value
14286,2,331,371,1120.245,1876.832943,VIP
14290,2,318,367,665.64,1265.848189,High Value
14291,6,350,366,602.0566667,3015.182026,VIP
14292,4,220,266,912.435,3869.794601,VIP
14293,4,361,365,370.9175,1434.754072,High Value
14294,0,0,43,0,1080.640093,High Value
14295,3,293,367,728.9033333,1902.330988,VIP
14296,1,153,210,288.15,806.5387277,Medium Value
14298,19,353,364,1973.336316,28603.51617,VIP
14299,16,372,373,530.109375,6623.661933,VIP
14301,2,250,302,522.395,1253.035771,High Value
14302,2,307,373,314.15,769.7388104,Medium Value
14303,1,27,70,115.34,1248.441455,High Value
14304,1,191,206,669.59,1213.819244,High Value
14306,3,299,313,252,1015.888105,Medium Value
14307,4,359,368,458.3025,1675.700546,High Value
14308,0,0,185,0,484.1288889,Low Value
14309,1,137,186,764.04,1412.382985,High Value
14310,0,0,68,0,888.0051135,Medium Value
14311,0,0,203,0,452.4694234,Low Value
14312,4,126,140,173.3425,1774.252218,High Value
14314,0,0,66,0,900.8518757,Medium Value
14315,1,70,270,351.26,714.539134,Medium Value
14316,3,208,266,328.32,1365.449602,High Value
14318,0,0,96,0,740.2214004,Medium Value
14319,0,0,60,0,941.7237094,Medium Value
14320,2,141,323,326.37,880.1961492,Medium Value
14321,1,42,109,310.19,1288.768696,High Value
14322,3,230,295,118.6333333,725.6469578,Medium Value
14324,1,284,329,339.8,604.8332823,Low Value
14325,0,0,205,0,449.2054643,Low Value
14326,1,69,168,449.68,1139.091909,High Value
14327,4,318,336,313.665,1358.834543,High Value
14328,0,0,74,0,851.5731585,Medium Value
14329,7,348,359,655.9614286,3812.901392,VIP
14330,0,0,259,0,375.9770361,Low Value
14332,1,35,52,515.7,2357.943463,VIP
14334,3,143,204,429.7933333,2011.581457,VIP
14338,0,0,172,0,509.8961092,Low Value
14339,0,0,64,0,914.0758195,Medium Value
14341,6,318,374,333.87,1799.987139,VIP
14342,1,40,108,88.6,942.2610768,Medium Value
14343,3,269,326,279.5866667,1046.433424,Medium Value
14344,13,259,262,160.6269231,2531.466735,VIP
14346,1,72,133,621.24,1575.203708,High Value
14347,0,0,372,0,280.3438173,Low Value
14350,1,50,66,305.45,1681.819058,High Value
14353,1,21,67,100.86,1245.089803,High Value
14355,2,262,263,269.455,941.8970161,Medium Value
14358,1,39,64,150.6,1378.783228,High Value
14361,0,0,214,0,435.0820731,Low Value
14363,1,49,87,149.32,1177.280125,High Value
14365,1,287,317,310.18,601.6063424,Low Value
14366,0,0,161,0,533.9425648,Low Value
14369,1,19,297,299.44,614.3817865,Low Value
14370,4,226,312,229.6825,1163.758038,High Value
14372,1,156,235,269.73,723.459919,Medium Value
14374,0,0,177,0,499.6675477,Low Value
14375,1,91,177,530.31,1191.899804,High Value
14376,0,0,319,0,318.3197116,Low Value
14378,0,0,257,0,378.2608549,Low Value
14379,1,87,116,600.05,1686.279786,High Value
14380,0,0,318,0,319.1353852,Low Value
14381,0,0,87,0,782.0555877,Medium Value
14382,0,0,26,0,1267.636321,High Value
14384,0,0,136,0,598.0412276,Low Value
14388,8,316,324,395.73375,2998.489553,VIP
14389,2,166,226,313.075,1145.767722,High Value
14390,3,53,61,355.5266667,3648.724179,VIP
14391,0,0,212,0,438.1433141,Low Value
14392,0,0,68,0,888.0051135,Medium Value
14394,0,0,200,0,457.4552788,Low Value
14395,10,228,236,410.36,4856.297812,VIP
14396,4,366,373,279.7425,1150.180892,High Value
14398,1,126,163,261.3,934.8300177,Medium Value
14399,7,280,310,236.3942857,1818.726201,VIP
14400,1,223,267,501.52,852.6468195,Medium Value
14401,8,301,361,265.59375,1957.705191,VIP
14402,0,0,288,0,345.7112813,Low Value
14403,1,50,275,228.3,601.0995506,Low Value
14404,6,350,355,197.65,1269.078158,High Value
14405,0,0,22,0,1321.440692,High Value
14408,3,261,368,394.08,1187.388965,High Value
14409,3,199,203,365.53,1805.71027,VIP
14410,1,61,73,1085.9,3148.696977,VIP
14412,0,0,60,0,941.7237094,Medium Value
14413,2,279,325,262.485,783.95291,Medium Value
14414,0,0,10,0,1514.26076,High Value
14415,9,344,359,630.1988889,4651.608923,VIP
14417,0,0,23,0,1307.565862,High Value
14419,0,0,18,0,1380.015411,High Value
14420,2,295,327,425.425,1027.785793,Medium Value
14421,3,179,327,227.0866667,915.6148849,Medium Value
14422,12,348,358,465.6225,4625.535211,VIP
14423,1,257,330,406.61,651.0189433,Medium Value
14425,2,303,373,219.145,640.2930594,Low Value
14426,6,242,281,1134.838333,6632.906473,VIP
14427,1,137,267,305.08,684.5542065,Medium Value
14429,0,0,39,0,1119.497022,High Value
14430,1,96,243,585.4,991.3615918,Medium Value
14431,2,308,323,803.295,1618.499174,High Value
14433,0,0,101,0,718.8583433,Medium Value
14435,0,0,137,0,595.1832029,Low Value
14436,0,0,189,0,476.7164311,Low Value
14437,4,218,219,132.59,1118.650493,High Value
14439,3,244,323,1424.913333,3753.410969,VIP
14440,7,372,373,478.0057143,2791.033141,VIP
14441,6,316,326,421.56,2444.188913,VIP
14442,3,276,326,979.4833333,2685.756213,VIP
14443,1,11,15,303.5,2656.511996,VIP
14444,0,0,92,0,758.2483501,Medium Value
14445,0,0,91,0,762.8931256,Medium Value
14446,0,0,22,0,1321.440692,High Value
14447,0,0,36,0,1150.524491,High Value
14449,3,64,72,439.9633333,3916.49896,VIP
14450,3,231,246,149.7033333,929.3093591,Medium Value
14451,9,302,327,281.4277778,2467.237132,VIP
14452,1,126,157,273.85,975.1360503,Medium Value
14454,4,357,369,212.84,968.8892044,Medium Value
14455,3,63,131,133.95,1373.734501,High Value
14458,0,0,16,0,1411.294421,High Value
14459,0,0,287,0,346.6735862,Low Value
14460,5,328,360,100.764,741.859231,Medium Value
14461,8,308,326,537.75625,3905.987954,VIP
14462,0,0,68,0,888.0051135,Medium Value
14463,0,0,135,0,600.9268333,Low Value
14464,1,59,263,51,472.3243604,Low Value
14465,7,273,337,371.8414286,2439.598506,VIP
14466,6,354,362,359.45,1966.73812,VIP
14467,7,348,373,216.0557143,1459.897745,High Value
14468,0,0,369,0,282.249819,Low Value
14469,3,263,315,557.6866667,1745.90437,High Value
14470,0,0,66,0,900.8518757,Medium Value
14471,1,141,368,192.12,452.811522,Low Value
14472,0,0,325,0,313.511908,Low Value
14474,0,0,215,0,433.5674383,Low Value
14475,0,0,44,0,1071.343728,Medium Value
14477,2,268,340,247.5,733.082119,Medium Value
14478,3,356,374,331.46,1043.458572,Medium Value
14479,2,368,369,313.865,776.9735733,Medium Value
14480,2,316,354,358.31,867.1864053,Medium Value
14481,2,270,313,629.33,1385.88664,High Value
14482,3,91,106,584.3533333,3925.802169,VIP
14483,0,0,372,0,280.3438173,Low Value
14484,2,321,358,156.805,575.0155113,Low Value
14486,1,42,189,78,636.5802728,Low Value
14487,1,11,15,125.1,2068.139879,VIP
14489,2,175,248,330.35,1099.547838,High Value
14490,1,22,64,796.39,2741.067031,VIP
14491,0,0,8,0,1552.005324,High Value
14492,6,189,255,284.6333333,2155.798094,VIP
14493,4,251,277,548.3025,2435.310696,VIP
14494,1,330,367,147.6,426.4240273,Low Value
14495,0,0,295,0,339.1218835,Low Value
14496,5,260,269,275.032,1753.456132,High Value
14497,0,0,309,0,326.6689997,Low Value
14498,4,149,186,411.32,2618.803257,VIP
14499,3,95,105,322.18,2571.487306,VIP
14505,7,326,366,743.2671429,4197.059739,VIP
14506,2,230,235,443.5,1371.158925,High Value
14507,4,351,365,432.4375,1612.268534,High Value
14508,1,164,176,289.91,919.5115107,Medium Value
14509,0,0,170,0,514.1057599,Low Value
14510,1,61,72,505.75,2012.159216,VIP
14512,4,349,368,198.7275,930.4504871,Medium Value
14513,2,132,204,30.48,616.7639421,Low Value
14514,5,290,362,537.37,2336.75791,VIP
14515,4,163,186,362.7675,2383.835521,VIP
14516,0,0,152,0,555.3716431,Low Value
14519,1,45,364,83.14,380.8259889,Low Value
14521,0,0,127,0,625.0544312,Low Value
14522,3,89,320,194.6266667,824.972667,Medium Value
14524,1,7,52,335.35,1937.200738,VIP
14525,7,298,362,501.2342857,2971.843656,VIP
14526,0,0,25,0,1280.672393,High Value
14527,68,372,373,269.9954412,13851.06459,VIP
14530,9,291,323,341.3288889,2933.084982,VIP
14531,0,0,115,0,665.111501,Medium Value
14532,6,287,334,441.73,2487.848825,VIP
14533,3,203,246,347.0633333,1506.628599,High Value
14534,7,237,270,207.48,1838.893507,VIP
14535,5,258,289,532.188,2789.391765,VIP
14537,0,0,259,0,375.9770361,Low Value
14538,2,153,319,264.995,795.8209827,Medium Value
14540,7,353,368,377.5114286,2305.637186,VIP
14541,5,285,337,167.06,1040.649526,Medium Value
14543,20,358,374,549.1245,8451.029306,VIP
14544,0,0,106,0,698.6938205,Medium Value
14545,0,0,310,0,325.8144127,Low Value
14546,5,357,369,414.416,1861.017044,VIP
14548,3,249,369,431.47,1262.727622,High Value
14549,2,317,373,155.545,553.8059923,Low Value
14550,1,95,119,298.18,1205.335926,High Value
14551,2,270,317,272.48,815.5899094,Medium Value
14552,1,212,228,172.49,647.6345338,Medium Value
14553,2,98,145,246.38,1385.900114,High Value
14555,3,340,357,566.9466667,1596.833473,High Value
14556,2,92,324,243.315,744.4398457,Medium Value
14558,2,77,367,174.525,570.204771,Low Value
14559,0,0,26,0,1267.636321,High Value
14560,17,358,373,212.3329412,3029.939858,VIP
14562,6,280,306,254.155,1719.31362,High Value
14563,1,83,228,149.65,623.5621644,Low Value
14564,1,301,371,1616.44,1377.71261,High Value
14565,0,0,109,0,687.129138,Medium Value
14566,2,116,169,907.5,2907.493739,VIP
14568,0,0,71,0,869.4076233,Medium Value
14569,2,151,239,94.07,671.0031246,Medium Value
14570,0,0,79,0,823.4213324,Medium Value
14571,0,0,61,0,934.6561074,Medium Value
14572,2,204,257,1201.65,2674.283373,VIP
14573,3,328,336,243.7333333,939.9594335,Medium Value
14574,0,0,368,0,282.8909253,Low Value
14575,0,0,124,0,634.6094333,Low Value
14576,0,0,8,0,1552.005324,High Value
14577,2,334,364,148.6,555.7603443,Low Value
14579,0,0,68,0,888.0051135,Medium Value
14580,0,0,154,0,550.4622904,Low Value
14581,0,0,180,0,493.7250492,Low Value
14583,2,238,257,235.825,896.8320829,Medium Value
14584,3,239,296,170.34,854.7933177,Medium Value
14585,3,34,52,254.8566667,3155.821143,VIP
14588,0,0,214,0,435.0820731,Low Value
14589,0,0,7,0,1571.59222,High Value
14590,18,308,368,161.0122222,2488.151364,VIP
14593,5,333,366,532.194,2301.04016,VIP
14594,0,0,9,0,1532.900703,High Value
14595,1,235,324,221.5,526.1090133,Low Value
14596,0,0,262,0,372.6025527,Low Value
14597,2,58,73,608.945,3583.402378,VIP
14598,0,0,205,0,449.2054643,Low Value
14599,1,119,145,288.9,1048.963651,Medium Value
14600,0,0,29,0,1230.073387,High Value
14602,0,0,292,0,341.9148992,Low Value
14604,0,0,269,0,364.9594919,Low Value
14605,2,357,367,360.455,844.8082688,Medium Value
14606,94,370,372,196.6958511,13906.00674,VIP
14607,6,257,360,874.655,4240.563197,VIP
14608,5,354,369,271.234,1343.326524,High Value
14609,5,278,304,166.272,1129.42673,High Value
14610,1,119,150,10.9,664.9045601,Medium Value
14611,1,155,234,312.93,766.4472592,Medium Value
14612,0,0,51,0,1010.493543,Medium Value
14613,0,0,316,0,320.7793378,Low Value
14614,0,0,22,0,1321.440692,High Value
14615,4,154,184,162.0275,1414.151404,High Value
14616,1,163,184,79.2,653.7219648,Medium Value
14617,1,13,51,109,1425.665469,High Value
14618,2,170,182,271.575,1246.188385,High Value
14619,0,0,177,0,499.6675477,Low Value
14621,3,172,319,231.2866667,943.9909953,Medium Value
14623,4,222,238,226.7625,1433.046963,High Value
14624,3,189,240,112.5633333,835.2103992,Medium Value
14625,7,349,359,430.5928571,2632.08728,VIP
14626,6,334,365,363.875,1971.326121,VIP
14627,0,0,15,0,1427.471798,High Value
14628,2,241,319,473.455,1122.223111,High Value
14630,0,0,120,0,647.8133239,Medium Value
14631,2,101,123,350.38,1865.681463,VIP
14634,3,104,177,148.04,1175.106599,High Value
14635,0,0,89,0,772.3555139,Medium Value
14637,0,0,313,0,323.2772709,Low Value
14639,2,253,297,624.5,1437.851325,High Value
14640,3,277,322,418.6,1386.264583,High Value
14643,2,111,364,317.7,778.5618555,Medium Value
14644,3,322,372,359.4866667,1106.376506,High Value
14645,0,0,270,0,363.8931481,Low Value
14646,45,363,373,5393.010222,179013.8133,VIP
14647,0,0,159,0,538.5604327,Low Value
14648,12,313,365,360.2083333,3587.733198,VIP
14649,4,306,324,457.2525,1857.566139,VIP
14650,0,0,225,0,418.9815957,Low Value
14651,5,237,267,200.534,1412.643961,High Value
14653,4,224,373,333.33,1290.695215,High Value
14654,0,0,374,0,279.0873866,Low Value
14655,2,208,232,486.87,1470.65859,High Value
14656,2,188,239,189.575,857.8816409,Medium Value
14657,1,6,71,379.72,1767.70258,High Value
14662,2,309,372,267.23,707.4542129,Medium Value
14663,0,0,66,0,900.8518757,Medium Value
14665,1,165,228,634.35,1090.403049,High Value
14667,28,372,373,444.0989286,9562.509458,VIP
14668,0,0,81,0,812.6749886,Medium Value
14669,2,104,373,574.88,1104.237493,High Value
14670,0,0,368,0,282.8909253,Low Value
14671,1,19,204,183.5,708.1635453,Medium Value
14672,1,165,316,191.73,514.1641043,Low Value
14673,2,42,45,560.375,4186.956076,VIP
14674,0,0,145,0,573.266217,Low Value
14675,0,0,24,0,1293.979395,High Value
14676,5,245,275,1030.526,5187.129977,VIP
14677,0,0,228,0,414.7953014,Low Value
14678,0,0,215,0,433.5674383,Low Value
14679,2,350,367,425.35,934.4005258,Medium Value
14680,35,364,371,803.9222857,21233.71422,VIP
